"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39"
"4620826.1","462","Montréal","0826.1",2255.00,345.00,500.00,33.80,1064.00,982.00,0.00,350046.00,1910.00,345.00,19.90,135.00,69120.00,210.00,77568.00,66446.00,11.30,10.00,32288.00,29073.00,6092.00,-0.60,2256.00,3036.70,41.90,68.30,16.70,830.00,0.00,2.70,255.00,60.00,3405.00,2610.00,205.00,510.00
"4620826.11","462","Montréal","0826.11",1750.00,815.00,450.00,38.90,819.00,1087.00,8.60,325285.00,940.00,815.00,14.40,95.00,55488.00,220.00,59776.00,52992.00,16.20,15.30,31317.00,28581.00,4438.00,7.20,1730.00,4190.00,46.10,57.20,28.20,810.00,120.00,2.40,405.00,10.00,2415.00,1650.00,150.00,260.00
"4620826.13","462","Montréal","0826.13",1340.00,75.00,180.00,26.70,902.00,889.00,0.00,448989.00,1260.00,75.00,12.70,25.00,75520.00,110.00,106155.00,86747.00,7.00,6.30,37296.00,32697.00,4070.00,-0.80,1348.00,3997.30,40.40,69.90,13.10,100.00,0.00,3.00,150.00,50.00,2405.00,1625.00,65.00,370.00
"4620826.14","462","Montréal","0826.14",3810.00,595.00,815.00,32.20,1265.00,1213.00,0.00,300448.00,3220.00,595.00,19.70,45.00,69717.00,370.00,84318.00,70368.00,9.60,9.20,42361.00,36705.00,10063.00,60.30,3816.00,700.00,38.30,68.50,13.20,1695.00,175.00,2.50,705.00,135.00,5740.00,3750.00,335.00,805.00
"4620827.02","462","Montréal","0827.02",3580.00,1900.00,805.00,27.70,781.00,782.00,9.00,243127.00,1685.00,1895.00,16.70,245.00,55744.00,495.00,51456.00,45120.00,16.00,13.50,32809.00,29371.00,7141.00,-2.30,3580.00,2123.70,45.30,62.90,24.10,2205.00,115.00,1.90,65.00,25.00,6215.00,660.00,25.00,155.00
"4620827.03","462","Montréal","0827.03",2805.00,245.00,340.00,36.70,922.00,977.00,0.00,323700.00,2560.00,250.00,9.80,140.00,79872.00,240.00,97418.00,80080.00,4.60,3.90,44369.00,37984.00,7430.00,4.60,2805.00,1697.70,40.30,69.60,13.10,410.00,130.00,2.60,80.00,35.00,6390.00,1005.00,105.00,195.00
"4620827.04","462","Montréal","0827.04",3305.00,540.00,470.00,33.30,820.00,846.00,5.60,384045.00,2775.00,540.00,10.50,110.00,79360.00,340.00,111296.00,89259.00,4.90,4.90,52236.00,43208.00,9539.00,6.60,3312.00,265.40,35.20,66.40,8.40,430.00,0.00,2.90,145.00,25.00,8260.00,1165.00,95.00,205.00
"4620828.03","462","Montréal","0828.03",2105.00,400.00,285.00,32.90,748.00,799.00,0.00,300228.00,1705.00,400.00,9.10,85.00,76544.00,235.00,90149.00,73008.00,4.60,4.30,45653.00,38901.00,5302.00,1.40,2071.00,1796.70,38.00,65.20,13.00,380.00,45.00,2.60,95.00,10.00,4720.00,565.00,55.00,95.00
"4620828.04","462","Montréal","0828.04",1640.00,470.00,180.00,21.30,849.00,849.00,0.00,250830.00,1170.00,465.00,7.20,115.00,63701.00,240.00,69376.00,58445.00,6.90,5.90,41190.00,35273.00,3753.00,2.90,1671.00,1269.10,39.80,68.60,14.20,760.00,0.00,2.20,65.00,15.00,3370.00,375.00,60.00,75.00
"4620828.05","462","Montréal","0828.05",2005.00,175.00,245.00,26.50,1046.00,1026.00,0.00,549977.00,1845.00,170.00,10.60,55.00,85888.00,195.00,141312.00,111462.00,3.70,3.40,57618.00,46831.00,5961.00,10.90,2018.00,2031.80,36.50,67.40,9.60,340.00,55.00,3.00,70.00,10.00,5280.00,680.00,70.00,165.00
"4620828.06","462","Montréal","0828.06",2075.00,85.00,205.00,23.50,1153.00,1273.00,0.00,401407.00,1990.00,80.00,9.30,45.00,92928.00,240.00,124032.00,97536.00,3.60,3.40,55253.00,45760.00,6031.00,7.30,2072.00,712.20,36.10,65.10,10.70,225.00,0.00,2.90,100.00,15.00,5120.00,895.00,90.00,140.00
"4620829.00","462","Montréal","0829.00",2885.00,560.00,405.00,31.00,728.00,791.00,0.00,259285.00,2325.00,560.00,9.90,105.00,65472.00,350.00,80841.00,68590.00,6.20,5.20,38896.00,33993.00,7457.00,-0.10,2887.00,977.70,38.90,67.10,13.70,460.00,0.00,2.60,95.00,0.00,6870.00,580.00,50.00,100.00
"4620830.01","462","Montréal","0830.01",2855.00,900.00,495.00,35.60,764.00,789.00,0.00,250709.00,1960.00,900.00,8.90,145.00,57685.00,375.00,72166.00,61248.00,8.90,8.10,36250.00,31803.00,7105.00,2.40,2861.00,1075.20,40.20,68.90,14.10,800.00,0.00,2.40,15.00,10.00,6540.00,455.00,75.00,75.00
"4620830.03","462","Montréal","0830.03",2215.00,390.00,315.00,25.30,807.00,863.00,6.30,250571.00,1820.00,395.00,11.50,100.00,62336.00,315.00,76335.00,64073.00,6.10,4.90,39040.00,33933.00,5705.00,-0.80,2202.00,3797.30,41.60,67.80,16.30,660.00,30.00,2.50,55.00,0.00,4965.00,470.00,65.00,85.00
"4620830.04","462","Montréal","0830.04",1675.00,320.00,325.00,62.50,1193.00,1246.00,30.20,250454.00,1355.00,320.00,9.20,30.00,70784.00,190.00,83549.00,69027.00,5.20,3.40,40597.00,34903.00,4237.00,4.10,1688.00,3233.40,39.30,69.90,12.90,385.00,115.00,2.50,35.00,30.00,3875.00,335.00,50.00,60.00
"4620831.03","462","Montréal","0831.03",2030.00,715.00,405.00,31.50,848.00,845.00,8.40,250006.00,1315.00,720.00,13.30,105.00,52352.00,245.00,65387.00,56640.00,9.20,7.80,34197.00,30435.00,4958.00,11.40,2053.00,2381.70,42.10,64.70,19.40,685.00,0.00,2.40,35.00,15.00,4465.00,275.00,10.00,55.00
"4620831.04","462","Montréal","0831.04",1835.00,515.00,220.00,21.40,794.00,809.00,5.80,279066.00,1320.00,515.00,8.00,75.00,61184.00,275.00,81408.00,68437.00,6.90,5.60,38848.00,33709.00,4741.00,-3.60,1818.00,2740.60,38.30,73.20,9.60,555.00,0.00,2.60,55.00,10.00,4500.00,395.00,45.00,65.00
"4620831.05","462","Montréal","0831.05",1670.00,135.00,160.00,25.90,858.00,826.00,0.00,279607.00,1530.00,135.00,7.80,45.00,71936.00,165.00,97963.00,80179.00,3.70,3.40,41137.00,35692.00,4589.00,3.00,1664.00,2377.60,39.50,74.60,9.50,205.00,0.00,2.80,70.00,20.00,4070.00,440.00,75.00,110.00
"4620831.07","462","Montréal","0831.07",1140.00,160.00,200.00,36.40,833.00,784.00,0.00,250557.00,1010.00,165.00,14.20,105.00,59264.00,135.00,70955.00,60912.00,9.00,7.10,34481.00,30409.00,2970.00,6.80,1173.00,38.80,40.90,67.50,15.30,20.00,0.00,2.50,0.00,0.00,2900.00,60.00,10.00,15.00
"4620831.08","462","Montréal","0831.08",2810.00,280.00,335.00,25.50,852.00,794.00,7.30,299736.00,2540.00,280.00,10.50,105.00,71424.00,280.00,98253.00,80960.00,3.90,3.00,46558.00,39406.00,8030.00,29.00,2813.00,1781.20,35.50,66.90,9.30,455.00,0.00,2.80,155.00,10.00,6965.00,975.00,120.00,215.00
"4620831.09","462","Montréal","0831.09",1445.00,150.00,150.00,16.70,990.00,934.00,0.00,259607.00,1295.00,150.00,9.20,30.00,60800.00,165.00,93924.00,78029.00,3.70,3.10,43151.00,36872.00,4227.00,4.90,1450.00,2512.60,34.40,68.60,6.90,150.00,0.00,2.90,30.00,35.00,3870.00,320.00,15.00,25.00
"4620832.00","462","Montréal","0832.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4620833.00","462","Montréal","0833.00",2480.00,350.00,375.00,27.50,869.00,837.00,10.10,279221.00,2140.00,350.00,13.10,105.00,61440.00,245.00,79842.00,67035.00,6.30,5.10,40329.00,34807.00,6320.00,15.00,2490.00,102.00,38.00,67.60,12.00,250.00,0.00,2.50,40.00,20.00,6050.00,230.00,25.00,75.00
"4620834.00","462","Montréal","0834.00",1005.00,205.00,135.00,30.00,695.00,768.00,0.00,250664.00,825.00,205.00,9.40,45.00,52608.00,100.00,73216.00,62720.00,7.50,6.30,35072.00,31027.00,2608.00,1.00,1026.00,49.80,41.10,67.60,16.10,90.00,0.00,2.50,0.00,10.00,2460.00,120.00,20.00,15.00
"4620850.01","462","Montréal","0850.01",3730.00,480.00,485.00,31.60,970.00,971.00,0.00,299305.00,3255.00,475.00,10.30,85.00,66560.00,415.00,99296.00,80847.00,3.90,3.20,47915.00,40535.00,10324.00,20.10,3736.00,2500.00,35.00,65.80,9.50,865.00,0.00,2.80,70.00,15.00,9700.00,565.00,75.00,140.00
"4620850.03","462","Montréal","0850.03",2045.00,895.00,330.00,26.60,749.00,782.00,12.40,299787.00,1160.00,890.00,8.20,105.00,54912.00,320.00,69236.00,58842.00,10.30,8.90,38861.00,33873.00,5029.00,4.70,2049.00,3359.20,39.20,66.10,15.00,965.00,0.00,2.30,60.00,10.00,4575.00,240.00,45.00,60.00
"4620850.04","462","Montréal","0850.04",1660.00,90.00,130.00,21.10,1003.00,947.00,0.00,299842.00,1565.00,90.00,7.00,30.00,77653.00,165.00,114016.00,92137.00,2.80,2.40,51968.00,43533.00,4867.00,25.20,1653.00,578.00,33.70,68.90,6.30,165.00,0.00,2.90,45.00,10.00,4620.00,320.00,85.00,80.00
"4620850.05","462","Montréal","0850.05",1335.00,280.00,190.00,25.00,816.00,834.00,0.00,259716.00,1055.00,280.00,11.40,65.00,60608.00,225.00,85478.00,71703.00,5.80,4.70,42065.00,36423.00,3639.00,3.10,1343.00,471.20,33.70,69.10,6.70,385.00,0.00,2.70,30.00,10.00,3380.00,170.00,25.00,40.00
"4620851.00","462","Montréal","0851.00",2460.00,910.00,525.00,33.30,727.00,788.00,14.30,299012.00,1550.00,910.00,13.90,140.00,54784.00,290.00,60464.00,51691.00,12.10,10.80,35968.00,31433.00,5261.00,10.60,2465.00,1565.30,45.30,63.20,23.40,1170.00,0.00,2.10,45.00,10.00,4765.00,255.00,0.00,55.00
"4620852.01","462","Montréal","0852.01",3050.00,205.00,380.00,22.00,835.00,876.00,0.00,379122.00,2850.00,205.00,12.00,120.00,75520.00,240.00,102912.00,83215.00,3.70,3.50,44638.00,38183.00,8617.00,19.60,3058.00,158.10,37.30,68.60,10.50,180.00,0.00,2.80,50.00,10.00,7995.00,600.00,50.00,90.00
"4620852.02","462","Montréal","0852.02",350.00,65.00,35.00,0.00,747.00,771.00,0.00,300742.00,295.00,65.00,10.30,20.00,66048.00,35.00,72960.00,61760.00,5.30,4.50,36864.00,32256.00,845.00,11.30,355.00,109.00,42.20,67.50,16.60,20.00,0.00,2.40,0.00,0.00,795.00,50.00,0.00,10.00
"4620853.02","462","Montréal","0853.02",2145.00,275.00,235.00,24.10,776.00,741.00,18.50,274942.00,1880.00,270.00,8.80,100.00,65216.00,265.00,86682.00,72243.00,5.50,4.30,44235.00,37805.00,5692.00,1.40,2151.00,281.60,38.60,65.50,13.20,280.00,0.00,2.60,45.00,0.00,5300.00,280.00,10.00,55.00
"4620853.03","462","Montréal","0853.03",2280.00,420.00,295.00,25.30,915.00,937.00,0.00,275610.00,1865.00,415.00,10.50,70.00,71381.00,305.00,85299.00,69990.00,5.60,4.70,45659.00,38558.00,5683.00,5.20,2282.00,1846.60,38.30,67.60,12.30,860.00,5.00,2.40,75.00,10.00,5220.00,360.00,20.00,65.00
"4620853.04","462","Montréal","0853.04",1960.00,105.00,225.00,19.00,1046.00,1113.00,0.00,300662.00,1855.00,100.00,11.00,95.00,77568.00,155.00,105792.00,86187.00,2.70,3.10,47189.00,39800.00,5684.00,-0.60,1958.00,451.00,36.70,67.20,9.90,15.00,0.00,2.90,30.00,20.00,5385.00,275.00,30.00,70.00
"4620854.01","462","Montréal","0854.01",2015.00,160.00,155.00,28.10,813.00,946.00,0.00,428824.00,1850.00,160.00,6.20,145.00,98560.00,170.00,122304.00,96352.00,2.90,2.60,51648.00,42982.00,5619.00,-3.50,1997.00,1990.60,45.00,58.90,25.20,135.00,0.00,2.70,50.00,15.00,4755.00,600.00,20.00,75.00
"4620854.02","462","Montréal","0854.02",2250.00,115.00,210.00,34.80,742.00,880.00,0.00,356172.00,2135.00,115.00,8.00,140.00,85376.00,180.00,111808.00,89702.00,3.30,3.10,49186.00,41052.00,5931.00,-1.40,2252.00,294.40,43.40,64.00,19.90,100.00,80.00,2.60,15.00,25.00,5535.00,365.00,15.00,75.00
"4620855.01","462","Montréal","0855.01",1990.00,105.00,215.00,23.80,870.00,992.00,0.00,300623.00,1890.00,105.00,10.30,165.00,80256.00,260.00,93013.00,76009.00,3.80,3.40,44498.00,37779.00,5124.00,2.10,1992.00,648.30,41.90,63.50,18.60,155.00,0.00,2.60,55.00,30.00,4575.00,520.00,0.00,80.00
"4620855.03","462","Montréal","0855.03",2920.00,940.00,485.00,30.70,840.00,856.00,9.50,300566.00,1980.00,945.00,10.10,195.00,66901.00,380.00,70656.00,58923.00,8.30,6.60,40626.00,35285.00,6354.00,0.20,2922.00,1609.30,46.40,57.80,27.30,1430.00,60.00,2.10,60.00,0.00,5810.00,395.00,10.00,85.00
"4620855.04","462","Montréal","0855.04",1055.00,30.00,105.00,0.00,0.00,1701.00,0.00,525293.00,1035.00,30.00,9.70,20.00,114688.00,70.00,157440.00,120832.00,2.40,2.40,64205.00,52198.00,3366.00,15.70,1080.00,404.80,34.80,65.40,8.50,80.00,0.00,3.10,70.00,30.00,2990.00,340.00,15.00,80.00
"4620856.00","462","Montréal","0856.00",1115.00,520.00,165.00,18.40,949.00,934.00,4.80,224968.00,605.00,520.00,11.70,60.00,64128.00,120.00,72256.00,60453.00,8.70,8.20,40128.00,34727.00,2468.00,36.10,1102.00,159.30,36.00,71.10,10.10,480.00,0.00,2.20,20.00,30.00,2155.00,255.00,25.00,60.00
"4620857.01","462","Montréal","0857.01",1960.00,490.00,295.00,25.50,681.00,660.00,27.60,269362.00,1470.00,490.00,11.20,90.00,54733.00,235.00,70016.00,59968.00,10.50,9.50,33760.00,30327.00,4774.00,-3.10,1945.00,3206.40,42.70,66.10,19.00,435.00,0.00,2.50,70.00,10.00,4010.00,840.00,150.00,235.00
"4620857.02","462","Montréal","0857.02",1645.00,470.00,270.00,24.20,792.00,807.00,5.30,250854.00,1175.00,470.00,13.60,95.00,51968.00,240.00,68242.00,59904.00,10.10,9.50,32992.00,29472.00,4276.00,1.70,1634.00,3618.50,40.70,65.70,17.00,375.00,10.00,2.60,120.00,10.00,3435.00,795.00,105.00,175.00
"4620857.06","462","Montréal","0857.06",2225.00,505.00,330.00,27.70,744.00,733.00,11.00,275058.00,1725.00,500.00,11.30,105.00,56704.00,270.00,75290.00,63904.00,9.70,7.60,37275.00,32540.00,5621.00,-3.50,2225.00,3939.30,40.60,67.90,15.00,585.00,0.00,2.50,185.00,85.00,4565.00,925.00,185.00,175.00
"4620857.07","462","Montréal","0857.07",2580.00,435.00,315.00,34.50,777.00,781.00,17.20,299938.00,2145.00,435.00,7.70,95.00,69376.00,285.00,96384.00,80096.00,5.30,4.80,41566.00,35529.00,7275.00,1.70,2581.00,722.40,37.70,72.90,8.40,535.00,0.00,2.80,120.00,25.00,6150.00,1070.00,115.00,205.00
"4620857.08","462","Montréal","0857.08",2925.00,1025.00,665.00,37.70,850.00,974.00,14.10,200478.00,1910.00,1025.00,14.50,85.00,56704.00,395.00,54638.00,47829.00,12.70,9.80,34493.00,30639.00,5733.00,13.10,2910.00,1484.90,46.00,62.50,25.00,2220.00,5.00,1.90,105.00,15.00,4860.00,805.00,140.00,155.00
"4620857.09","462","Montréal","0857.09",2060.00,175.00,295.00,42.90,1041.00,1034.00,0.00,299047.00,1885.00,175.00,11.70,65.00,74752.00,185.00,86298.00,71983.00,4.10,3.60,44395.00,37877.00,5208.00,6.20,2105.00,2187.00,40.30,72.70,12.20,820.00,0.00,2.50,95.00,20.00,4205.00,790.00,100.00,145.00
"4620857.1","462","Montréal","0857.1",2100.00,260.00,265.00,26.90,751.00,846.00,0.00,308069.00,1835.00,260.00,10.60,95.00,75904.00,200.00,95296.00,78272.00,4.70,4.10,42870.00,36706.00,5716.00,25.50,2115.00,866.40,37.10,72.00,8.90,255.00,0.00,2.70,95.00,15.00,4955.00,655.00,65.00,135.00
"4620857.11","462","Montréal","0857.11",1515.00,100.00,185.00,15.00,1012.00,801.00,0.00,240046.00,1410.00,95.00,12.10,90.00,64448.00,155.00,74780.00,63398.00,6.60,5.70,38605.00,33293.00,3749.00,17.50,1521.00,1727.60,40.10,70.90,13.10,330.00,0.00,2.40,35.00,10.00,3165.00,540.00,75.00,90.00
"4620857.12","462","Montréal","0857.12",1405.00,210.00,180.00,30.00,744.00,795.00,0.00,250601.00,1205.00,205.00,9.50,75.00,59904.00,185.00,75424.00,64179.00,6.50,5.70,35220.00,31189.00,3771.00,0.30,1443.00,3452.30,41.30,65.90,17.40,135.00,0.00,2.60,85.00,10.00,3210.00,475.00,50.00,100.00
"4620858.01","462","Montréal","0858.01",1800.00,175.00,210.00,25.00,863.00,779.00,0.00,250438.00,1620.00,175.00,10.20,125.00,62336.00,225.00,74496.00,63781.00,7.00,5.50,34609.00,30627.00,4729.00,2.80,1810.00,3130.10,41.40,64.90,18.00,130.00,0.00,2.60,60.00,0.00,3895.00,715.00,100.00,120.00
"4620858.02","462","Montréal","0858.02",1560.00,440.00,345.00,42.00,756.00,797.00,0.00,250385.00,1115.00,440.00,14.80,150.00,55360.00,205.00,61803.00,54421.00,12.80,11.60,29965.00,27496.00,3879.00,-1.80,1547.00,3232.80,41.90,66.40,18.00,130.00,190.00,2.50,170.00,30.00,2985.00,940.00,130.00,205.00
"4620858.04","462","Montréal","0858.04",1980.00,170.00,210.00,14.70,1057.00,917.00,0.00,275546.00,1810.00,170.00,10.20,105.00,68523.00,175.00,86158.00,73354.00,4.90,4.30,37530.00,32800.00,5524.00,11.20,1971.00,1976.00,39.50,65.70,14.80,115.00,0.00,2.80,160.00,30.00,4180.00,1375.00,190.00,215.00
"4620858.05","462","Montréal","0858.05",1120.00,125.00,175.00,20.00,742.00,767.00,0.00,299800.00,995.00,125.00,14.60,50.00,67328.00,115.00,84160.00,71808.00,5.00,4.20,38933.00,33721.00,3011.00,-0.10,1087.00,297.70,38.00,71.60,10.00,120.00,0.00,2.80,25.00,0.00,2545.00,580.00,115.00,150.00
"4620859.00","462","Montréal","0859.00",1050.00,360.00,240.00,31.50,798.00,814.00,6.90,276059.00,690.00,360.00,18.10,65.00,55168.00,150.00,58317.00,52122.00,15.00,13.70,26709.00,24806.00,2856.00,6.60,1096.00,3809.00,41.00,68.20,15.90,240.00,5.00,2.60,110.00,35.00,1750.00,875.00,145.00,200.00
"4620860.01","462","Montréal","0860.01",2420.00,450.00,385.00,30.00,674.00,746.00,11.20,255785.00,1975.00,445.00,12.40,160.00,61696.00,320.00,70695.00,60448.00,9.30,8.00,33627.00,29947.00,6335.00,-1.60,2424.00,3813.70,41.40,63.60,18.80,350.00,0.00,2.60,160.00,15.00,4745.00,1575.00,125.00,300.00
"4620860.02","462","Montréal","0860.02",1535.00,700.00,325.00,31.40,858.00,875.00,1.40,300832.00,835.00,700.00,12.60,160.00,55872.00,240.00,60843.00,53632.00,16.90,15.50,31072.00,28181.00,3826.00,-4.60,1562.00,3171.90,40.80,63.90,17.60,605.00,0.00,2.40,260.00,20.00,2630.00,1020.00,265.00,155.00
"4620861.00","462","Montréal","0861.00",3215.00,1575.00,810.00,37.90,711.00,736.00,11.70,295101.00,1650.00,1570.00,12.80,320.00,51968.00,350.00,51925.00,45915.00,20.60,18.50,29690.00,27004.00,6572.00,0.80,3167.00,3444.30,42.70,66.10,18.80,1605.00,195.00,2.10,385.00,105.00,5070.00,1450.00,190.00,285.00
"4620862.00","462","Montréal","0862.00",3210.00,940.00,620.00,38.00,848.00,867.00,2.10,325016.00,2270.00,935.00,11.40,245.00,68096.00,280.00,72755.00,58912.00,11.00,11.60,45960.00,38428.00,6859.00,-0.50,3212.00,3025.70,50.20,51.00,34.90,1405.00,665.00,2.00,385.00,50.00,4955.00,1415.00,150.00,175.00
"4620863.01","462","Montréal","0863.01",1505.00,535.00,335.00,40.60,900.00,900.00,0.00,500606.00,975.00,535.00,11.80,160.00,80128.00,130.00,88269.00,72000.00,7.40,6.70,46549.00,39392.00,3438.00,3.90,1456.00,2447.00,45.70,57.80,26.00,450.00,60.00,2.30,80.00,50.00,2770.00,550.00,30.00,90.00
"4620863.02","462","Montréal","0863.02",2985.00,1475.00,720.00,34.60,884.00,941.00,10.20,400601.00,1515.00,1475.00,13.90,165.00,75008.00,270.00,66475.00,54368.00,12.20,10.00,45156.00,38261.00,6280.00,5.40,3045.00,3286.60,50.00,55.40,32.40,1000.00,1180.00,1.90,60.00,50.00,4920.00,695.00,40.00,145.00
"4620864.00","462","Montréal","0864.00",2100.00,550.00,330.00,28.20,901.00,967.00,0.00,551865.00,1555.00,550.00,11.60,205.00,79258.00,235.00,110677.00,86912.00,5.50,5.80,54733.00,44948.00,5284.00,-2.10,2101.00,2633.70,40.70,64.40,15.60,630.00,5.00,2.50,30.00,30.00,4750.00,505.00,50.00,95.00
"4620865.00","462","Montréal","0865.00",1000.00,660.00,350.00,36.90,637.00,671.00,13.00,222670.00,345.00,660.00,33.30,130.00,40192.00,110.00,40085.00,36000.00,26.30,24.80,26660.00,25016.00,1778.00,-5.00,987.00,3406.80,41.50,71.90,15.40,625.00,45.00,1.80,20.00,10.00,1550.00,160.00,25.00,45.00
"4620866.00","462","Montréal","0866.00",1595.00,1205.00,520.00,35.80,697.00,722.00,6.60,250123.00,395.00,1205.00,21.80,200.00,45952.00,210.00,39424.00,35281.00,27.40,26.40,25792.00,24235.00,2965.00,0.80,1656.00,6037.50,42.00,70.50,16.90,1115.00,5.00,1.80,45.00,10.00,2575.00,280.00,55.00,95.00
"4620867.00","462","Montréal","0867.00",3110.00,1945.00,825.00,31.90,716.00,743.00,5.70,214114.00,1165.00,1950.00,17.90,220.00,46293.00,400.00,46976.00,41637.00,20.70,18.60,29573.00,26924.00,6401.00,2.00,3116.00,4187.80,41.40,67.40,17.30,2055.00,0.00,2.00,265.00,35.00,5250.00,875.00,105.00,265.00
"4620868.01","462","Montréal","0868.01",2245.00,735.00,420.00,30.10,722.00,766.00,10.20,259519.00,1510.00,730.00,13.50,170.00,56064.00,285.00,64341.00,56013.00,11.70,9.90,31205.00,27904.00,5596.00,-1.60,2246.00,3504.30,42.10,66.20,18.00,585.00,0.00,2.50,120.00,0.00,4590.00,980.00,115.00,240.00
"4620868.02","462","Montréal","0868.02",2570.00,1585.00,695.00,32.50,749.00,781.00,1.30,250061.00,980.00,1590.00,18.40,270.00,45824.00,430.00,49690.00,45013.00,19.40,18.10,27527.00,25455.00,5856.00,5.70,2540.00,4846.10,39.40,68.20,14.90,1365.00,5.00,2.30,335.00,30.00,4835.00,1025.00,185.00,245.00
"4620869.00","462","Montréal","0869.00",1085.00,225.00,120.00,15.60,605.00,678.00,40.00,250854.00,860.00,225.00,9.90,90.00,67456.00,145.00,77397.00,65938.00,7.20,5.40,34944.00,30958.00,3109.00,-4.30,1079.00,2901.00,46.80,57.70,28.10,65.00,65.00,2.60,0.00,0.00,2330.00,405.00,20.00,80.00
"4620870.01","462","Montréal","0870.01",1535.00,1050.00,335.00,23.40,770.00,770.00,11.00,240409.00,485.00,1045.00,17.50,135.00,47744.00,305.00,53530.00,47386.00,19.00,16.70,30400.00,27922.00,3552.00,-1.90,1537.00,3528.70,38.70,66.20,14.50,1205.00,0.00,2.30,95.00,40.00,3035.00,515.00,55.00,120.00
"4620870.02","462","Montréal","0870.02",1020.00,560.00,260.00,37.20,741.00,803.00,2.70,259524.00,455.00,565.00,12.10,90.00,52032.00,120.00,54682.00,49203.00,17.00,18.00,28416.00,26176.00,2268.00,0.00,1004.00,3821.40,42.30,64.30,20.30,560.00,0.00,2.30,105.00,15.00,1890.00,470.00,40.00,140.00
"4620871.01","462","Montréal","0871.01",1750.00,1125.00,475.00,30.50,744.00,758.00,13.30,259866.00,620.00,1125.00,21.00,115.00,44160.00,235.00,46677.00,41933.00,22.30,19.30,26901.00,24896.00,3741.00,1.00,1762.00,5061.60,43.60,64.40,21.10,1040.00,100.00,2.10,215.00,40.00,2755.00,785.00,60.00,175.00
"4620871.02","462","Montréal","0871.02",835.00,295.00,125.00,22.00,759.00,778.00,0.00,275406.00,540.00,295.00,11.10,70.00,56448.00,100.00,64704.00,57088.00,9.20,9.50,32704.00,29080.00,2006.00,-1.90,830.00,4106.40,42.80,63.40,20.90,380.00,0.00,2.40,25.00,0.00,1595.00,405.00,30.00,110.00
"4620872.00","462","Montréal","0872.00",2885.00,1860.00,765.00,30.60,733.00,738.00,11.30,239885.00,1025.00,1860.00,19.10,295.00,44416.00,440.00,46544.00,41705.00,22.60,21.00,27251.00,25193.00,6296.00,3.90,2882.00,3659.80,38.70,68.10,13.60,2025.00,5.00,2.10,310.00,25.00,5010.00,1150.00,165.00,385.00
"4620873.01","462","Montréal","0873.01",1970.00,1620.00,600.00,32.30,753.00,765.00,4.30,239827.00,345.00,1625.00,21.70,150.00,38912.00,360.00,42382.00,39219.00,30.20,28.40,23053.00,22040.00,4356.00,3.60,1950.00,10334.50,36.30,69.10,11.60,1725.00,0.00,2.20,395.00,60.00,3365.00,930.00,135.00,175.00
"4620873.02","462","Montréal","0873.02",2150.00,1785.00,680.00,35.00,735.00,730.00,5.60,229969.00,365.00,1785.00,16.40,155.00,42112.00,345.00,42394.00,38703.00,25.90,22.40,26695.00,25003.00,4220.00,1.80,2144.00,6443.70,39.20,69.70,13.60,1865.00,10.00,2.00,290.00,30.00,3460.00,715.00,95.00,145.00
"4620874.00","462","Montréal","0874.00",2235.00,1480.00,620.00,30.70,685.00,722.00,5.10,260061.00,760.00,1480.00,20.90,225.00,48960.00,345.00,47334.00,42654.00,22.80,22.80,26258.00,24597.00,4948.00,2.40,2244.00,5744.10,39.20,69.90,13.90,1490.00,0.00,2.20,280.00,60.00,3840.00,1030.00,130.00,240.00
"4620875.00","462","Montréal","0875.00",2375.00,1805.00,725.00,35.80,710.00,757.00,4.70,249920.00,570.00,1805.00,13.90,125.00,42880.00,280.00,42581.00,38144.00,23.10,22.00,26716.00,24877.00,4759.00,2.80,2416.00,6387.10,39.30,69.70,14.30,2105.00,0.00,2.00,415.00,55.00,3450.00,1185.00,130.00,315.00
"4620876.01","462","Montréal","0876.01",1625.00,1245.00,495.00,35.30,749.00,762.00,2.80,279457.00,380.00,1245.00,14.70,200.00,35456.00,300.00,42610.00,39387.00,32.20,30.60,24198.00,22957.00,3817.00,-7.30,1582.00,5280.90,36.30,65.40,12.60,1235.00,0.00,2.40,525.00,0.00,2735.00,1105.00,150.00,235.00
"4620876.04","462","Montréal","0876.04",2760.00,195.00,230.00,20.50,661.00,809.00,40.00,341215.00,2575.00,200.00,7.60,90.00,76416.00,280.00,104774.00,85077.00,5.20,4.10,48712.00,41063.00,7727.00,19.00,2768.00,2928.60,37.50,68.90,10.30,410.00,0.00,2.80,100.00,35.00,6295.00,1390.00,205.00,265.00
"4620876.05","462","Montréal","0876.05",3570.00,905.00,490.00,24.30,744.00,819.00,7.70,289763.00,2670.00,905.00,10.10,135.00,62592.00,380.00,75977.00,63474.00,7.30,6.50,41129.00,35425.00,8512.00,12.90,3575.00,1797.80,44.00,64.80,20.70,1760.00,5.00,2.30,205.00,20.00,6940.00,1225.00,130.00,225.00
